"country";"election_year";"age";"gender";"men";"education";"unemployed";"blue_collar";"household";"rural";"gov_perform";"diss_dem";"diss_econ";"democrats";"lrself";"trust_pol";"vote_fn"
"5392";"France";2012;56;"Female";0;2;1;1;NA;1;3;"1";1;10;6;2;0
"5402";"France";2012;56;"Female";0;2;0;0;2;1;2;"2";2;9;10;1;NA
"5413";"France";2012;33;"Female";0;3;0;0;3;1;1;"1";2;9;5;5;0
"5422";"France";2012;60;"Female";0;2;0;1;3;1;1;"4";1;9;2;1;0
"5432";"France";2012;84;"Female";0;1;0;0;NA;1;5;"5";4;8;6;6;1
"5442";"France";2012;83;"Female";0;2;0;0;4;1;9;"8";7;9;8;4;0
"5452";"France";2012;68;"Male";1;2;0;0;8;0;5;"9";7;11;9;5;0
"5462";"France";2012;21;"Female";0;5;0;0;NA;0;6;"4";2;11;1;1;0
"5472";"France";2012;86;"Female";0;5;1;0;NA;0;1;"1";1;11;9;1;0
"5482";"France";2012;71;"Male";1;3;0;0;6;0;7;"8";5;10;6;3;0
"5492";"France";2012;64;"Male";1;3;1;0;2;0;6;"4";3;11;1;7;0
"5502";"France";2012;25;"Male";1;3;1;0;2;0;6;"5";3;11;1;4;NA
"5513";"France";2012;39;"Male";1;5;0;0;2;0;7;"8";7;11;5;6;NA
"5522";"France";2012;20;"Female";0;3;0;0;NA;0;6;"11";7;8;5;6;0
"5532";"France";2012;45;"Female";0;5;1;0;3;0;6;"5";1;11;1;5;0
"5542";"France";2012;33;"Female";0;5;0;0;NA;0;5;"6";5;9;6;5;NA
"5552";"France";2012;62;"Female";0;5;0;0;7;0;6;"6";6;10;4;5;NA
"5562";"France";2012;46;"Male";1;3;0;0;NA;0;5;"7";6;10;6;5;NA
"5572";"France";2012;64;"Male";1;3;0;0;NA;0;3;"6";4;8;9;3;0
"5582";"France";2012;61;"Female";0;4;0;0;7;0;7;"7";8;9;5;8;NA
"5592";"France";2012;52;"Female";0;4;0;0;NA;0;6;"6";5;11;3;3;0
"5602";"France";2012;61;"Female";0;5;0;0;4;0;8;"8";7;10;7;7;NA
"5613";"France";2012;48;"Male";1;5;0;NA;NA;0;6;"8";6;9;NA;6;NA
"5622";"France";2012;44;"Female";0;5;0;0;NA;1;3;"6";4;8;6;3;0
"5632";"France";2012;39;"Female";0;3;1;1;10;0;NA;NA;6;8;6;3;0
"5642";"France";2012;64;"Female";0;5;0;0;NA;0;3;"6";5;9;NA;1;0
"5652";"France";2012;30;"Female";0;5;1;0;1;0;8;"7";6;9;7;6;0
"5662";"France";2012;50;"Female";0;3;0;0;NA;0;6;"10";7;10;9;10;NA
"5672";"France";2012;26;"Male";1;3;0;0;5;1;5;"6";6;7;6;3;NA
"5682";"France";2012;46;"Female";0;3;1;1;2;1;4;"6";4;11;4;3;0
"5692";"France";2012;55;"Male";1;3;1;1;2;1;7;"7";7;9;11;8;0
"5702";"France";2012;63;"Female";0;1;0;0;1;1;2;"4";2;9;8;1;NA
"5713";"France";2012;38;"Female";0;3;0;1;2;1;5;"6";5;7;6;4;NA
"5722";"France";2012;29;"Male";1;3;0;1;7;1;3;"5";3;9;6;3;NA
"5732";"France";2012;59;"Female";0;3;1;0;6;0;1;"7";1;11;6;1;0
"5742";"France";2012;27;"Male";1;5;0;0;2;0;4;"9";6;11;7;8;0
"5752";"France";2012;80;"Male";1;1;1;0;4;0;1;"6";1;9;6;1;NA
"5762";"France";2012;48;"Female";0;5;0;0;7;0;7;"9";3;11;4;5;0
"5772";"France";2012;40;"Female";0;5;0;0;4;0;1;"4";1;11;6;1;NA
"5782";"France";2012;18;"Male";1;2;0;NA;2;0;5;"9";7;11;5;4;NA
"5792";"France";2012;29;"Female";0;3;1;0;1;0;6;"4";5;9;8;6;NA
"5802";"France";2012;20;"Female";0;1;1;NA;1;0;2;"6";3;6;8;6;NA
"5813";"France";2012;69;"Female";0;1;1;0;2;0;2;"7";3;10;9;1;NA
"5822";"France";2012;35;"Male";1;3;1;1;3;0;4;"6";7;6;7;6;NA
"5832";"France";2012;30;"Female";0;4;1;0;1;0;7;"8";3;11;6;6;NA
"5842";"France";2012;63;"Female";0;1;0;0;3;0;1;"6";2;11;11;2;0
"5852";"France";2012;66;"Male";1;3;0;0;6;0;4;"10";7;11;9;7;0
"5862";"France";2012;50;"Female";0;3;1;0;2;0;3;"9";1;11;6;1;0
"5872";"France";2012;21;"Female";0;3;1;0;5;0;7;"9";4;11;6;4;NA
"5882";"France";2012;80;"Female";0;1;0;1;1;0;9;"5";3;11;5;4;0
"5892";"France";2012;25;"Female";0;1;1;0;1;0;11;"9";8;11;8;1;NA
"5902";"France";2012;64;"Female";0;5;0;0;8;0;5;"6";4;11;4;3;0
"5913";"France";2012;29;"Male";1;5;0;0;1;0;4;"6";2;9;3;4;NA
"5922";"France";2012;39;"Female";0;3;1;0;3;0;7;"10";8;10;6;8;NA
"5932";"France";2012;91;"Female";0;3;0;NA;5;0;5;"6";6;11;5;5;0
"5942";"France";2012;71;"Female";0;2;0;0;5;0;11;"11";7;11;1;10;0
"5952";"France";2012;41;"Male";1;5;1;0;2;0;1;"4";1;1;6;6;1
"5962";"France";2012;66;"Female";0;5;0;0;7;0;6;"8";6;11;1;6;0
"5972";"France";2012;81;"Male";1;1;0;1;2;1;1;"6";4;9;7;1;0
"5982";"France";2012;40;"Male";1;5;1;0;1;1;2;"3";1;11;2;2;0
"5992";"France";2012;70;"Female";0;3;0;1;2;1;4;"10";6;11;11;5;0
"6002";"France";2012;39;"Female";0;5;1;0;8;1;7;"8";5;11;4;6;0
"6013";"France";2012;90;"Male";1;1;0;0;2;1;9;"9";8;11;5;6;0
"6022";"France";2012;37;"Male";1;2;1;0;8;1;3;"3";3;10;10;3;1
"6032";"France";2012;54;"Male";1;5;1;0;7;1;5;"8";4;11;1;3;0
"6042";"France";2012;67;"Female";0;2;0;0;10;1;3;"8";7;9;10;6;1
"6052";"France";2012;42;"Female";0;3;1;0;5;1;4;"9";5;9;4;5;0
"6062";"France";2012;63;"Male";1;5;0;0;4;1;5;"8";4;11;5;5;0
"6072";"France";2012;21;"Female";0;3;0;1;NA;1;5;"7";5;8;7;7;0
"6082";"France";2012;66;"Male";1;1;1;1;3;1;1;"1";1;6;6;1;0
"6092";"France";2012;24;"Female";0;5;1;1;1;1;7;"6";4;11;8;3;0
"6103";"France";2012;57;"Female";0;1;0;1;1;1;6;"6";7;11;6;4;0
"6113";"France";2012;71;"Female";0;3;0;0;2;1;4;"6";4;11;8;5;0
"6122";"France";2012;51;"Male";1;3;0;0;5;1;1;"4";3;11;6;3;0
"6132";"France";2012;56;"Female";0;3;0;0;8;1;NA;"8";6;9;NA;3;NA
"6142";"France";2012;48;"Female";0;3;1;0;3;1;4;"6";4;11;9;1;NA
"6152";"France";2012;63;"Female";0;3;0;0;3;1;8;"11";6;11;1;6;0
"6162";"France";2012;25;"Female";0;4;1;0;4;1;8;"8";3;11;4;2;0
"6172";"France";2012;48;"Female";0;3;1;0;5;1;1;"4";1;10;9;2;0
"6182";"France";2012;69;"Male";1;3;0;1;5;1;8;"8";7;7;6;7;NA
"6192";"France";2012;61;"Male";1;3;1;0;1;1;2;"2";2;6;NA;1;NA
"6202";"France";2012;43;"Female";0;3;0;0;7;1;7;"8";6;9;2;4;0
"6213";"France";2012;29;"Male";1;5;0;0;8;1;3;"4";4;11;7;1;NA
"6222";"France";2012;46;"Female";0;3;1;0;1;0;3;"4";1;9;6;3;NA
"6232";"France";2012;49;"Female";0;3;0;0;1;0;1;"2";2;11;9;3;0
"6242";"France";2012;65;"Female";0;3;1;0;1;0;5;"6";1;11;3;4;0
"6252";"France";2012;69;"Male";1;1;0;1;1;0;7;"9";1;9;4;8;NA
"6262";"France";2012;79;"Female";0;2;0;0;5;0;6;"8";2;11;2;6;0
"6272";"France";2012;50;"Female";0;3;0;0;5;0;4;"4";3;10;5;5;0
"6282";"France";2012;34;"Male";1;3;1;1;2;0;4;"6";4;8;3;4;0
"6292";"France";2012;75;"Male";1;1;0;1;2;0;8;"8";9;11;NA;7;NA
"6302";"France";2012;42;"Female";0;3;0;NA;2;0;6;"9";9;11;NA;4;NA
"6313";"France";2012;47;"Female";0;3;1;0;1;0;8;"8";7;11;4;6;NA
"6322";"France";2012;57;"Female";0;1;1;0;2;0;1;"1";4;6;8;3;NA
"6332";"France";2012;26;"Female";0;5;0;0;6;0;1;"5";2;11;9;1;0
"6342";"France";2012;92;"Female";0;1;0;NA;1;0;6;"7";5;8;5;1;0
"6352";"France";2012;69;"Male";1;3;0;1;6;0;5;"7";5;10;5;6;0
"6362";"France";2012;54;"Female";0;5;1;0;10;0;8;"8";5;11;4;7;0
"6372";"France";2012;61;"Male";1;5;1;0;8;0;4;"8";5;11;2;4;0
"6382";"France";2012;77;"Female";0;1;0;0;5;0;8;"9";5;10;5;5;0
"6392";"France";2012;64;"Female";0;3;0;0;2;0;6;"8";5;10;4;6;0
"6402";"France";2012;49;"Female";0;3;1;1;6;0;3;"5";3;10;NA;4;NA
"6413";"France";2012;21;"Female";0;3;0;1;1;0;7;"7";5;10;5;5;NA
"6422";"France";2012;86;"Male";1;1;0;0;5;0;7;"5";4;10;4;8;0
"6432";"France";2012;50;"Female";0;5;0;0;9;0;7;"7";6;11;4;7;NA
"6442";"France";2012;42;"Female";0;5;0;0;9;0;5;"5";4;10;5;4;0
"6452";"France";2012;36;"Female";0;3;1;1;1;0;7;"8";7;9;NA;5;NA
"6462";"France";2012;65;"Female";0;1;0;0;2;0;3;"5";3;8;5;4;NA
"6472";"France";2012;18;"Male";1;2;0;NA;3;0;4;"6";5;10;8;4;NA
"6482";"France";2012;80;"Female";0;1;0;NA;2;1;4;"8";6;9;8;5;0
"6492";"France";2012;53;"Male";1;3;1;1;2;1;8;"9";3;11;7;5;0
"6502";"France";2012;87;"Female";0;3;0;0;5;1;5;"7";6;8;11;6;0
"6513";"France";2012;90;"Female";0;1;0;0;4;1;5;"10";6;10;7;6;0
"6522";"France";2012;83;"Male";1;1;0;0;1;1;5;"7";6;8;6;4;1
"6532";"France";2012;67;"Male";1;1;0;NA;1;1;6;"9";7;8;8;6;NA
"6542";"France";2012;48;"Female";0;3;1;0;2;0;3;"4";3;6;6;4;NA
"6552";"France";2012;29;"Male";1;3;0;0;7;0;4;"8";5;11;9;3;NA
"6562";"France";2012;88;"Female";0;1;0;1;NA;0;6;"7";6;8;7;6;0
"6572";"France";2012;58;"Female";0;1;1;0;NA;0;3;"5";5;9;4;2;0
"6582";"France";2012;53;"Male";1;3;1;1;1;0;5;"4";5;6;6;1;1
"6592";"France";2012;78;"Male";1;1;0;0;7;0;3;"6";3;10;1;3;0
"6602";"France";2012;19;"Male";1;3;1;0;6;1;2;"1";1;7;11;1;NA
"6613";"France";2012;84;"Male";1;1;0;1;5;0;4;"5";6;3;4;4;NA
"6622";"France";2012;84;"Male";1;1;0;0;3;0;6;"6";6;7;7;5;0
"6632";"France";2012;20;"Male";1;3;0;0;2;0;5;"5";4;9;6;4;0
"6642";"France";2012;66;"Male";1;5;0;0;10;1;7;"8";5;11;3;7;0
"6652";"France";2012;46;"Female";0;3;1;1;2;1;2;"3";10;7;8;6;NA
"6662";"France";2012;65;"Male";1;5;0;0;7;0;6;"6";3;11;3;8;0
"6672";"France";2012;94;"Female";0;1;0;0;NA;0;6;"6";6;9;NA;3;NA
"6682";"France";2012;61;"Female";0;4;1;0;2;0;6;"6";7;7;NA;6;NA
"6692";"France";2012;83;"Male";1;1;0;1;2;1;5;"6";3;9;9;7;0
"6702";"France";2012;27;"Female";0;5;0;0;5;0;1;"1";1;9;9;1;1
"6713";"France";2012;55;"Female";0;3;1;1;6;1;4;"6";3;8;8;3;NA
"6722";"France";2012;18;"Female";0;2;0;NA;9;0;6;"8";4;11;6;8;NA
"6732";"France";2012;54;"Female";0;3;1;0;2;0;1;"4";2;11;6;1;0
"6742";"France";2012;40;"Female";0;5;0;0;6;1;2;"8";6;6;7;6;NA
"6752";"France";2012;43;"Male";1;3;1;1;2;0;5;"6";3;8;6;4;NA
"6762";"France";2012;20;"Male";1;3;0;1;NA;0;1;"1";3;6;6;1;0
"6772";"France";2012;42;"Male";1;3;0;1;2;0;6;"6";1;9;6;6;0
"6782";"France";2012;46;"Male";1;3;0;1;6;0;5;"8";4;10;4;4;0
"6792";"France";2012;44;"Male";1;3;1;0;5;0;3;"3";2;5;3;NA;NA
"6802";"France";2012;86;"Female";0;1;0;1;NA;0;4;"5";3;6;6;2;NA
"6813";"France";2012;60;"Female";0;3;1;0;7;0;6;"7";7;9;8;6;0
"6822";"France";2012;58;"Male";1;3;0;0;7;0;4;"7";4;11;7;5;0
"6832";"France";2012;70;"Male";1;1;0;0;1;0;6;"5";5;7;7;3;1
"6842";"France";2012;65;"Female";0;2;0;0;5;0;5;"7";6;11;6;6;0
"6852";"France";2012;56;"Female";0;1;1;0;8;0;3;"6";4;8;6;2;NA
"6862";"France";2012;82;"Male";1;5;0;0;8;1;4;"8";3;11;10;6;0
"6872";"France";2012;85;"Male";1;1;0;0;NA;0;3;"7";5;10;8;7;NA
"6882";"France";2012;32;"Female";0;3;0;0;NA;0;6;"6";6;8;NA;4;NA
"6892";"France";2012;52;"Female";0;3;0;1;9;0;5;"7";3;9;5;4;NA
"6902";"France";2012;84;"Female";0;2;0;0;NA;0;6;"9";5;9;8;2;0
"6913";"France";2012;48;"Male";1;3;1;0;2;0;1;"2";1;3;NA;1;NA
"6922";"France";2012;45;"Female";0;3;0;0;3;0;4;"2";4;5;3;5;0
"6932";"France";2012;80;"Male";1;3;0;0;4;0;3;"4";3;11;6;3;0
"6942";"France";2012;60;"Female";0;1;0;1;9;0;2;"2";2;5;5;2;NA
"6952";"France";2012;15;"Male";1;1;0;NA;5;0;6;"8";6;9;6;6;NA
"6962";"France";2012;60;"Female";0;5;0;0;6;0;5;"6";5;11;5;3;0
"6972";"France";2012;65;"Female";0;5;0;0;3;0;2;"4";3;11;5;4;0
"6982";"France";2012;40;"Male";1;2;0;1;2;0;7;"7";4;9;NA;8;NA
"6992";"France";2012;19;"Female";0;2;0;NA;NA;0;5;"7";6;11;4;1;0
"7002";"France";2012;57;"Male";1;3;1;1;4;0;4;"5";4;8;4;2;1
"7013";"France";2012;30;"Female";0;2;0;0;NA;0;7;"6";6;10;3;6;NA
"7022";"France";2012;46;"Female";0;5;1;0;6;0;3;"9";5;10;9;6;0
"7032";"France";2012;49;"Female";0;3;0;0;NA;0;7;"6";7;11;NA;6;NA
"7042";"France";2012;91;"Male";1;3;0;1;4;0;7;"6";5;9;4;6;NA
"7052";"France";2012;18;"Female";0;3;0;0;NA;0;8;"6";1;11;1;6;NA
"7062";"France";2012;75;"Male";1;1;0;1;1;0;7;"9";5;10;5;4;0
"7072";"France";2012;54;"Male";1;3;1;1;1;0;6;"10";3;11;4;8;0
"7082";"France";2012;65;"Female";0;2;0;0;8;1;8;"9";6;11;2;6;0
"7092";"France";2012;36;"Female";0;3;1;1;NA;1;3;"8";4;9;NA;3;NA
"7103";"France";2012;36;"Male";1;3;0;0;NA;0;4;"4";1;11;5;3;NA
"7113";"France";2012;65;"Female";0;5;0;0;3;0;8;"8";7;11;3;6;0
"7122";"France";2012;61;"Male";1;3;0;1;NA;1;4;"4";2;8;2;2;1
"7132";"France";2012;32;"Female";0;3;0;0;6;0;3;"8";3;11;5;2;0
"7142";"France";2012;52;"Male";1;3;1;1;7;0;3;"5";3;10;10;2;0
"7152";"France";2012;67;"Female";0;1;0;0;7;0;6;"9";4;11;6;4;0
"7162";"France";2012;32;"Female";0;5;0;0;8;0;6;"7";7;10;3;5;NA
"7172";"France";2012;55;"Male";1;5;1;0;9;0;6;"9";5;10;6;5;0
"7182";"France";2012;37;"Female";0;5;0;0;8;0;8;"9";7;11;4;6;0
"7192";"France";2012;46;"Female";0;2;0;NA;NA;0;5;"8";6;10;6;5;NA
"7202";"France";2012;57;"Female";0;5;0;0;5;0;4;"5";7;6;5;2;NA
"7213";"France";2012;76;"Female";0;1;0;0;4;0;5;"5";5;9;6;6;NA
"7222";"France";2012;70;"Male";1;3;0;0;9;0;8;"9";7;11;4;9;0
"7232";"France";2012;54;"Female";0;3;0;0;5;0;4;"9";4;10;11;5;0
"7242";"France";2012;63;"Male";1;3;0;0;4;0;5;"6";5;11;4;5;0
"7252";"France";2012;31;"Female";0;3;1;0;4;0;1;"1";1;10;5;3;0
"7262";"France";2012;75;"Female";0;3;1;0;5;0;6;"5";5;11;6;3;0
"7272";"France";2012;43;"Female";0;3;0;0;1;0;7;"7";5;11;3;3;NA
"7282";"France";2012;71;"Male";1;5;0;0;9;0;7;"7";4;11;4;6;0
"7292";"France";2012;59;"Female";0;1;1;NA;1;0;10;"10";5;11;4;10;0
"7302";"France";2012;18;"Female";0;2;0;0;4;0;6;"6";5;11;3;6;NA
"7313";"France";2012;68;"Female";0;2;0;0;3;0;7;"8";6;9;4;5;NA
"7322";"France";2012;48;"Female";0;5;1;0;3;0;7;"7";1;11;1;3;0
"7332";"France";2012;74;"Female";0;2;0;0;8;0;5;"8";4;11;9;6;0
"7342";"France";2012;71;"Female";0;2;0;0;6;0;8;"9";5;11;1;6;0
"7352";"France";2012;63;"Female";0;2;0;0;2;0;7;"8";7;11;6;1;0
"7362";"France";2012;18;"Female";0;3;0;NA;6;0;5;"6";6;8;6;6;NA
"7372";"France";2012;61;"Female";0;3;1;0;2;0;3;"5";4;11;1;1;0
"7382";"France";2012;44;"Male";1;5;1;0;7;1;3;"6";3;11;5;2;NA
"7392";"France";2012;64;"Female";0;3;1;0;2;0;1;"1";1;11;11;4;0
"7402";"France";2012;23;"Female";0;3;0;0;2;0;6;"2";4;10;4;9;NA
"7413";"France";2012;22;"Female";0;5;0;0;2;0;4;"5";5;8;4;3;0
"7422";"France";2012;40;"Male";1;5;0;0;9;1;7;"8";7;9;5;5;0
"7432";"France";2012;67;"Male";1;3;0;0;10;0;4;"4";1;10;10;3;1
"7442";"France";2012;67;"Male";1;3;1;0;3;1;3;"5";1;9;6;4;0
"7452";"France";2012;50;"Female";0;3;0;0;6;0;4;NA;4;9;NA;6;NA
"7462";"France";2012;40;"Female";0;3;0;1;4;0;1;"1";1;6;NA;1;NA
"7472";"France";2012;45;"Male";1;3;1;0;7;1;5;"8";5;11;4;3;0
"7482";"France";2012;69;"Male";1;3;0;0;2;1;1;"1";1;3;6;1;0
"7492";"France";2012;59;"Male";1;3;1;0;NA;0;NA;NA;1;NA;NA;NA;NA
"7502";"France";2012;22;"Female";0;3;0;0;5;1;8;"7";6;11;6;5;1
"7513";"France";2012;59;"Male";1;3;1;1;4;1;NA;"6";4;NA;NA;5;NA
"7522";"France";2012;22;"Female";0;3;0;0;6;0;4;"5";4;10;NA;3;NA
"7532";"France";2012;48;"Male";1;5;1;0;9;0;4;"9";4;10;4;3;0
"7542";"France";2012;65;"Male";1;1;0;1;5;1;4;"6";6;11;11;1;0
"7552";"France";2012;21;"Female";0;3;1;0;4;1;6;"5";6;8;8;5;0
"7562";"France";2012;61;"Female";0;2;0;1;2;1;5;"6";6;9;7;5;0
"7572";"France";2012;33;"Female";0;5;0;0;6;1;4;"6";2;7;9;3;0
"7582";"France";2012;61;"Female";0;3;1;0;6;1;2;"2";1;11;7;1;0
"7592";"France";2012;22;"Female";0;3;1;0;4;1;5;"6";4;6;4;5;NA
"7602";"France";2012;60;"Female";0;3;0;NA;6;1;6;"7";4;NA;5;4;0
"7613";"France";2012;66;"Male";1;3;0;0;2;1;3;"6";3;10;5;2;0
"7622";"France";2012;39;"Male";1;3;0;1;1;1;1;"3";1;6;6;1;NA
"7632";"France";2012;31;"Female";0;3;1;0;1;1;4;"6";6;11;6;5;NA
"7642";"France";2012;46;"Male";1;3;1;1;6;1;7;"7";6;6;5;5;0
"7652";"France";2012;87;"Female";0;1;0;1;2;1;3;"8";5;11;9;6;0
"7662";"France";2012;43;"Male";1;5;0;0;4;1;6;"8";5;8;3;7;0
"7672";"France";2012;32;"Female";0;3;0;1;6;1;5;"6";5;9;7;5;0
"7682";"France";2012;59;"Male";1;3;1;1;6;1;8;"6";3;9;6;5;0
"7692";"France";2012;55;"Male";1;3;1;0;7;1;4;"4";6;11;2;4;0
"7702";"France";2012;31;"Male";1;3;0;0;4;1;3;"4";4;6;10;4;1
"7713";"France";2012;35;"Female";0;3;1;1;NA;1;1;"7";3;9;6;1;NA
"7722";"France";2012;44;"Male";1;3;1;1;5;1;1;"8";1;10;11;1;1
"7732";"France";2012;39;"Male";1;2;0;0;9;1;1;"3";3;6;11;1;0
"7742";"France";2012;90;"Female";0;1;0;NA;NA;1;NA;"6";8;11;NA;1;NA
"7752";"France";2012;57;"Female";0;1;1;0;4;0;2;"3";3;9;6;3;0
"7762";"France";2012;70;"Female";0;2;0;0;5;0;2;"7";3;11;9;4;NA
"7772";"France";2012;30;"Female";0;3;1;1;1;0;8;"8";6;9;1;4;NA
"7782";"France";2012;73;"Female";0;1;1;0;4;0;2;"6";2;11;8;5;0
"7792";"France";2012;45;"Female";0;5;1;0;4;1;4;"8";3;11;1;6;0
"7802";"France";2012;50;"Female";0;3;1;0;2;0;6;"6";2;6;NA;2;0
"7813";"France";2012;65;"Female";0;1;1;0;5;0;6;"8";7;8;8;1;0
"7822";"France";2012;49;"Female";0;5;0;0;6;0;4;"4";5;9;8;5;NA
"7832";"France";2012;45;"Female";0;5;1;0;3;0;1;"6";2;11;1;2;0
"7842";"France";2012;36;"Male";1;3;0;1;5;0;1;"2";2;9;5;1;NA
"7852";"France";2012;41;"Female";0;3;1;1;2;0;1;"8";5;11;6;4;NA
"7862";"France";2012;81;"Male";1;3;0;0;5;0;8;"8";4;11;5;7;0
"7872";"France";2012;78;"Female";0;1;0;1;4;0;5;"9";2;11;6;1;0
"7882";"France";2012;65;"Female";0;3;0;0;3;0;9;"10";7;11;3;6;0
"7892";"France";2012;71;"Male";1;2;0;0;6;1;1;"5";2;11;8;1;0
"7902";"France";2012;70;"Male";1;1;0;1;1;0;1;"9";1;11;11;3;1
"7913";"France";2012;60;"Male";1;3;1;1;2;1;4;"5";3;8;9;8;0
"7922";"France";2012;46;"Female";0;3;1;1;2;0;5;"6";3;9;4;3;NA
"7932";"France";2012;40;"Female";0;5;0;0;7;0;6;"9";4;11;1;8;0
"7942";"France";2012;33;"Female";0;3;0;0;7;0;3;"10";3;11;6;3;0
"7952";"France";2012;20;"Female";0;3;1;0;2;0;3;"5";5;7;6;1;NA
"7962";"France";2012;21;"Male";1;5;0;0;3;0;5;"7";3;8;8;7;0
"7972";"France";2012;63;"Male";1;3;1;0;2;0;1;"1";1;11;4;1;NA
"7982";"France";2012;52;"Male";1;3;0;1;4;0;1;"6";1;9;11;2;NA
"7992";"France";2012;19;"Female";0;3;0;0;3;0;5;"8";4;9;4;3;NA
"8002";"France";2012;75;"Female";0;5;0;0;6;0;8;"8";5;11;3;6;0
"8013";"France";2012;41;"Male";1;3;0;1;2;0;2;"6";2;7;9;3;1
"8022";"France";2012;31;"Female";0;3;1;1;7;0;3;"6";1;6;6;6;NA
"8032";"France";2012;49;"Female";0;3;0;1;4;0;6;"6";5;9;5;6;0
"8042";"France";2012;44;"Female";0;1;1;0;2;1;3;"4";5;7;6;3;1
"8052";"France";2012;72;"Female";0;1;0;0;NA;0;1;"8";1;11;8;4;NA
"8062";"France";2012;66;"Male";1;1;0;0;2;0;3;"4";4;9;9;3;NA
"8072";"France";2012;66;"Female";0;5;0;0;5;0;7;"8";4;11;5;9;0
"8082";"France";2012;45;"Female";0;5;0;1;5;0;3;"5";3;11;9;4;0
"8092";"France";2012;47;"Female";0;3;0;1;3;0;1;"2";1;6;6;1;NA
"8103";"France";2012;70;"Female";0;3;0;0;5;0;8;"10";6;11;6;5;NA
"8113";"France";2012;87;"Male";1;1;0;0;3;0;5;"8";5;9;6;6;0
"8122";"France";2012;75;"Female";0;3;0;1;1;0;4;"4";4;11;11;3;0
"8132";"France";2012;44;"Male";1;3;1;0;NA;0;1;"1";1;6;6;3;NA
"8142";"France";2012;67;"Female";0;2;0;0;5;0;4;"6";5;11;5;4;0
"8152";"France";2012;59;"Female";0;2;0;1;4;1;5;"5";6;8;5;2;0
"8162";"France";2012;61;"Female";0;3;1;0;8;1;1;NA;1;11;11;4;0
"8172";"France";2012;89;"Male";1;1;0;0;1;1;8;NA;4;9;3;7;0
"8182";"France";2012;39;"Male";1;3;1;1;8;0;6;"6";5;9;4;5;0
"8192";"France";2012;68;"Female";0;2;0;1;1;1;7;"8";6;9;9;7;0
"8202";"France";2012;61;"Male";1;5;0;0;7;0;4;"6";3;10;8;4;0
"8213";"France";2012;63;"Male";1;3;0;1;3;1;7;"7";6;9;6;5;0
"8222";"France";2012;44;"Female";0;3;1;0;8;0;7;"7";8;9;7;7;0
"8232";"France";2012;43;"Male";1;3;0;0;6;1;4;"5";4;9;6;5;0
"8242";"France";2012;43;"Female";0;3;0;1;5;0;7;"6";4;7;4;5;0
"8252";"France";2012;87;"Male";1;1;0;0;2;1;1;"10";1;10;1;7;0
"8262";"France";2012;65;"Female";0;1;0;0;NA;1;2;"2";2;6;5;1;1
"8272";"France";2012;59;"Male";1;1;1;1;NA;0;6;"6";5;8;6;6;0
"8282";"France";2012;71;"Male";1;2;0;0;2;0;2;"9";2;11;8;4;0
"8292";"France";2012;58;"Male";1;3;0;0;5;0;5;"5";4;7;9;3;0
"8302";"France";2012;54;"Female";0;1;1;1;2;0;3;"8";5;10;6;3;NA
"8313";"France";2012;37;"Male";1;3;1;0;7;1;5;"5";5;11;1;7;0
"8322";"France";2012;43;"Female";0;3;1;1;5;1;8;"7";4;8;3;8;0
"8332";"France";2012;82;"Female";0;1;0;NA;1;1;1;NA;1;11;8;1;0
"8342";"France";2012;56;"Male";1;1;1;0;5;1;6;"8";4;11;11;8;NA
"8352";"France";2012;60;"Female";0;3;0;1;4;1;3;"4";3;8;7;3;0
"8362";"France";2012;66;"Male";1;3;0;0;2;1;6;"8";6;11;8;6;0
"8372";"France";2012;28;"Female";0;3;1;0;3;1;5;"8";4;10;9;7;NA
"8382";"France";2012;59;"Female";0;3;1;0;9;1;4;"6";4;8;8;4;NA
"8392";"France";2012;88;"Female";0;1;0;NA;2;1;6;"9";4;11;5;5;0
"8402";"France";2012;58;"Male";1;2;0;1;2;1;5;"9";4;11;9;7;NA
"8413";"France";2012;42;"Male";1;3;1;0;7;1;6;"4";4;10;3;4;0
"8422";"France";2012;32;"Male";1;3;0;1;6;1;7;"9";5;9;6;6;NA
"8432";"France";2012;59;"Female";0;3;1;0;NA;1;5;"5";4;9;NA;6;NA
"8442";"France";2012;41;"Male";1;5;0;0;8;1;2;"5";5;9;8;3;0
"8452";"France";2012;52;"Female";0;5;0;0;10;1;2;"9";2;11;7;1;NA
"8462";"France";2012;70;"Female";0;2;0;0;1;1;8;"5";8;11;6;4;0
"8472";"France";2012;61;"Male";1;5;0;0;9;1;3;"6";5;9;8;4;0
"8482";"France";2012;60;"Male";1;3;0;0;1;1;6;"7";6;7;8;4;0
"8492";"France";2012;43;"Female";0;1;1;1;3;1;5;"6";4;10;6;4;0
"8502";"France";2012;57;"Female";0;5;1;1;1;1;1;"5";1;11;6;1;0
"8513";"France";2012;68;"Female";0;2;0;1;4;1;5;"5";7;8;9;4;0
"8522";"France";2012;20;"Female";0;5;0;NA;7;0;6;"9";5;11;1;6;0
"8532";"France";2012;30;"Female";0;5;0;0;4;0;6;"6";5;8;5;7;NA
"8542";"France";2012;75;"Female";0;1;0;1;1;0;8;"5";9;7;5;8;1
"8552";"France";2012;93;"Female";0;1;0;0;10;0;6;"6";4;6;6;1;NA
"8562";"France";2012;26;"Male";1;5;0;0;1;0;6;"5";5;11;6;3;0
